Provider,PotentialFraud,Age,NumPhysiciansSeen,NumProcedures,NumDiagnosisClaims,InscClaimAmtReimbursed,DeductibleAmtPaid,NoOfMonths_PartACov,NoOfMonths_PartBCov,IPAnnualReimbursementAmt,IPAnnualDeductibleAmt,OPAnnualReimbursementAmt,OPAnnualDeductibleAmt,ChronicCond_Alzheimer,ChronicCond_Heartfailure,ChronicCond_KidneyDisease,ChronicCond_Cancer,ChronicCond_ObstrPulmonary,ChronicCond_Depression,ChronicCond_Diabetes,ChronicCond_IschemicHeart,ChronicCond_Osteoporasis,ChronicCond_rheumatoidarthritis,ChronicCond_stroke
PRV51491,False,73.53521126760563,1.4507042253521127,0.04225352112676056,3.140845070422535,950.4225352112676,110.51428571428572,11.830985915492958,11.830985915492958,5502.5352112676055,533.5211267605633,3420.4225352112676,944.0845070422536,22,44,31,9,23,37,52,51,25,25,8
PRV51492,False,74.93827160493827,1.4320987654320987,0.12345679012345678,3.950617283950617,1858.641975308642,175.3,11.851851851851851,12.0,5365.185185185185,639.0617283950618,2317.6543209876545,672.9629629629629,40,46,34,11,22,41,60,63,31,29,7
PRV51494,False,74.78947368421052,1.1578947368421053,0.0,2.526315789473684,459.2105263157895,2.1052631578947367,12.0,12.0,1447.3684210526317,140.52631578947367,2896.0526315789475,643.1578947368421,12,19,14,8,5,14,26,26,13,14,5
PRV51495,True,74.83687943262412,1.4680851063829787,0.45390070921985815,6.375886524822695,5997.801418439716,676.1438848920864,12.0,12.0,11022.836879432623,1165.2482269503546,1477.9432624113474,403.12056737588654,64,83,58,26,60,63,100,115,51,45,27
PRV51496,False,72.2439024390244,1.1951219512195121,0.0,2.813008130081301,237.8048780487805,4.308943089430894,12.0,11.983739837398375,3386.3414634146343,425.4634146341463,1615.5284552845528,540.2439024390244,51,56,48,21,32,65,94,87,45,40,21
PRV51497,False,75.2,1.5333333333333334,0.3333333333333333,4.6,6946.0,284.8,12.0,12.0,13864.666666666666,996.8,1340.0,292.0,6,10,7,1,7,9,10,10,5,6,3
PRV51499,False,75.19409282700423,1.481012658227848,0.002109704641350211,2.951476793248945,290.80168776371306,7.037974683544304,11.949367088607595,11.995780590717299,4786.455696202532,568.0759493670886,1992.7426160337552,563.0168776371308,170,272,186,69,121,203,309,334,145,133,44
PRV51500,False,78.375,1.5,0.0,2.875,137.5,1.25,12.0,12.0,2017.5,267.0,2562.5,806.25,5,5,3,2,4,7,4,7,1,5,3
PRV51501,True,75.79828326180258,1.48068669527897,0.6351931330472103,8.69098712446352,8889.742489270386,1021.215859030837,11.896995708154506,11.896995708154506,16520.901287553646,1922.74678111588,1429.7854077253219,454.72103004291847,111,154,125,46,98,116,195,197,79,89,37
PRV51502,False,75.6774193548387,1.4193548387096775,0.0,2.3870967741935485,270.64516129032256,0.0,12.0,12.0,5159.677419354839,549.0322580645161,1932.5806451612902,528.0645161290323,16,23,15,3,7,12,23,21,8,10,6
PRV51503,False,75.56140350877193,1.280701754385965,0.0,2.6140350877192984,422.280701754386,0.7017543859649122,12.0,11.894736842105264,2827.0175438596493,468.42105263157896,3163.3333333333335,692.4561403508771,17,31,24,10,19,26,38,45,24,19,4
PRV51504,False,74.6484375,1.2421875,0.0,2.59375,275.703125,3.4375,12.0,12.0,3299.84375,374.40625,2144.765625,619.84375,45,72,43,14,38,54,86,96,37,35,8
PRV51505,False,74.26666666666667,1.5333333333333334,0.0,3.466666666666667,162.0,2.6666666666666665,12.0,12.0,3208.0,427.2,2590.0,781.3333333333334,6,10,8,4,5,9,14,14,6,3,2
PRV51507,True,73.44619940769991,1.3376110562685093,0.004935834155972359,2.914116485686081,333.01085883514315,9.070088845014807,11.964461994076999,11.973346495557749,5226.327739387956,574.5508390918066,2371.609081934847,635.2714708785785,404,604,395,156,326,449,694,761,312,329,115
PRV51508,False,72.0049504950495,1.4108910891089108,0.04455445544554455,3.198019801980198,1183.4158415841584,63.94059405940594,11.94059405940594,11.905940594059405,5392.376237623763,571.4653465346535,2007.6732673267327,585.940594059406,82,111,77,23,60,86,141,150,52,58,18
PRV51509,False,73.79708737864078,1.220388349514563,0.0,2.740776699029126,312.747572815534,2.7572815533980584,11.930097087378641,11.958252427184465,5037.0291262135925,540.0271844660194,2336.029126213592,643.6116504854369,376,537,429,175,334,458,756,755,318,335,113
PRV51510,False,71.35087719298245,1.1754385964912282,0.0,2.56140350877193,351.2280701754386,3.8596491228070176,12.0,12.0,3799.8245614035086,449.6842105263158,3643.684210526316,1032.8070175438597,22,39,26,6,17,25,46,45,23,21,8
PRV51511,False,74.6875,1.1875,0.0,2.5625,547.5,2.5,12.0,12.0,9812.5,534.0,2157.5,533.125,6,11,8,3,6,6,11,9,4,5,2
PRV51514,False,76.88172043010752,1.5161290322580645,0.16129032258064516,4.32258064516129,2572.2580645161293,241.48387096774192,11.870967741935484,12.0,6768.817204301075,713.763440860215,2516.2365591397847,752.5806451612904,32,64,39,12,28,33,65,75,28,26,7
PRV51515,False,72.6875,1.3541666666666667,0.08333333333333333,3.8958333333333335,1100.0,92.59574468085107,12.0,12.0,7139.375,777.3333333333334,2363.125,679.5833333333334,19,27,21,5,17,21,36,40,14,15,6
PRV51516,False,68.35,1.375,0.05,3.075,831.5,80.6,12.0,11.825,3270.25,453.9,1896.5,578.75,11,20,15,6,13,17,22,33,13,7,3
PRV51517,False,75.81818181818181,1.0,0.0,2.0,544.5454545454545,13.636363636363637,12.0,12.0,3334.5454545454545,388.3636363636364,1760.909090909091,598.1818181818181,6,8,3,0,4,4,5,9,2,3,1
PRV51518,False,76.83018867924528,1.0754716981132075,0.05660377358490566,3.3207547169811322,828.6792452830189,110.56603773584905,11.773584905660377,12.0,7856.415094339623,705.2830188679245,2061.8867924528304,658.1132075471698,20,33,26,8,11,24,42,46,18,19,9
PRV51521,False,71.6086956521739,1.3478260869565217,0.0,2.3260869565217392,175.43478260869566,2.1739130434782608,12.0,12.0,5015.434782608696,325.04347826086956,1651.0869565217392,340.4347826086956,20,29,20,5,12,20,30,36,19,11,3
PRV51522,False,73.27368421052631,1.3368421052631578,0.031578947368421054,3.2421052631578946,1088.3157894736842,71.08421052631579,11.873684210526315,11.810526315789474,4712.894736842105,548.0,2607.5263157894738,789.421052631579,74,119,81,25,73,88,130,151,44,67,21
PRV51523,False,74.86153846153846,1.3692307692307693,0.8461538461538461,8.753846153846155,11289.384615384615,983.2380952380952,12.0,12.0,16657.69230769231,1524.923076923077,2328.923076923077,674.6153846153846,30,41,38,11,30,34,49,51,24,22,5
PRV51525,False,73.60655737704919,1.360655737704918,0.11475409836065574,2.901639344262295,1242.1311475409836,89.67213114754098,12.0,12.0,7793.11475409836,638.4918032786885,2656.72131147541,692.1311475409836,19,31,20,7,16,26,39,40,22,17,6
PRV51526,False,74.6,1.55,0.35,4.15,2157.5,373.8,11.4,12.0,2654.0,650.8,2484.5,832.5,12,11,12,4,5,7,14,15,7,3,2
PRV51527,False,73.39024390243902,1.1951219512195121,0.0,2.5121951219512195,302.6829268292683,2.926829268292683,12.0,12.0,3454.390243902439,416.780487804878,3125.8536585365855,1125.3658536585365,16,22,20,5,11,15,30,30,21,10,5
PRV51528,False,75.3529411764706,1.1764705882352942,0.0,2.0,392.3529411764706,0.0,12.0,11.647058823529411,4943.529411764706,439.7647058823529,3055.8823529411766,635.2941176470588,4,10,8,2,6,8,13,16,5,8,2
PRV51529,False,77.30434782608695,1.1304347826086956,0.0,3.0869565217391304,252.17391304347825,3.4782608695652173,12.0,12.0,4882.608695652174,696.5217391304348,2179.1304347826085,713.4782608695652,8,15,9,4,6,11,17,20,9,5,4
PRV51531,False,72.67647058823529,1.1764705882352942,0.0,2.4411764705882355,290.29411764705884,4.117647058823529,11.647058823529411,12.0,9529.411764705883,408.3529411764706,1840.5882352941176,720.5882352941177,14,20,16,4,7,15,28,26,6,20,7
PRV51532,False,72.9375,1.5625,0.09375,3.625,2216.5625,206.5,12.0,12.0,8194.6875,1274.0,3164.375,883.125,15,21,17,1,12,13,27,29,11,10,2
PRV51533,False,75.30555555555556,1.5,0.3611111111111111,4.972222222222222,2676.3888888888887,385.6666666666667,12.0,12.0,4765.555555555556,777.7777777777778,1506.388888888889,318.8888888888889,13,26,11,2,11,17,25,28,14,13,3
PRV51534,False,76.0,2.0,0.0,1.0,50.0,0.0,12.0,12.0,0.0,0.0,2080.0,280.0,0,1,0,0,1,1,1,1,1,1,0
PRV51535,False,74.6701030927835,1.2525773195876289,0.002577319587628866,2.801546391752577,312.75773195876286,8.958762886597938,11.969072164948454,11.99742268041237,4228.092783505154,486.9484536082474,2132.963917525773,551.159793814433,125,240,146,62,121,168,252,288,120,117,34
PRV51536,False,74.5,1.5,0.25,3.375,2596.875,274.5,11.25,11.25,4020.625,467.25,1011.25,233.125,7,6,8,5,2,3,7,13,8,3,4
PRV51539,True,74.46468401486989,1.4851301115241635,0.10223048327137546,3.596654275092937,1587.806691449814,137.51210428305401,11.947955390334572,11.942379182156134,5346.7657992565055,574.4237918215614,1920.3345724907063,547.007434944238,207,322,212,88,150,227,384,408,171,157,53
PRV51540,False,75.81818181818181,1.4,0.10909090909090909,3.327272727272727,1217.090909090909,137.2,12.0,12.0,4667.090909090909,582.5454545454545,1442.0,384.3636363636364,18,33,24,9,22,27,41,43,16,23,6
PRV51541,False,73.47058823529412,1.411764705882353,0.0,2.784313725490196,238.0392156862745,5.294117647058823,12.0,12.0,6930.392156862745,701.3333333333334,2068.4313725490197,665.2941176470588,17,26,25,12,15,25,34,39,15,11,6
PRV51542,True,74.48672566371681,1.7079646017699115,0.6017699115044248,7.929203539823009,8536.814159292035,875.8378378378378,12.0,12.0,16515.132743362832,2018.796460176991,2547.3451327433627,766.9911504424779,61,76,72,25,61,57,88,90,43,35,12
PRV51544,False,75.53218884120172,1.55793991416309,0.14163090128755365,3.9871244635193133,2060.7296137339054,198.02608695652174,12.0,11.978540772532188,6533.390557939914,683.7596566523605,2357.8111587982835,715.9227467811158,104,139,102,32,78,109,173,191,83,73,27
PRV51546,False,73.41666666666667,1.4444444444444444,0.16666666666666666,4.722222222222222,3081.3888888888887,271.1666666666667,12.0,11.916666666666666,5227.5,593.3333333333334,2209.722222222222,687.2222222222222,11,21,20,2,11,16,29,26,12,11,1
PRV51547,False,76.6923076923077,1.3846153846153846,0.0,2.3076923076923075,203.07692307692307,0.0,12.0,12.0,9793.846153846154,821.5384615384615,2157.6923076923076,511.53846153846155,7,4,5,4,5,7,7,11,5,5,5
PRV51549,False,74.85714285714286,1.380952380952381,0.2857142857142857,4.714285714285714,3910.0,410.1904761904762,12.0,12.0,7714.285714285715,1331.047619047619,1217.142857142857,350.0,9,15,9,2,9,7,15,11,6,7,5
PRV51550,False,76.44262295081967,1.3114754098360655,0.2459016393442623,4.327868852459017,2033.4426229508197,268.6666666666667,11.80327868852459,12.0,4542.786885245901,665.311475409836,2876.2295081967213,857.2131147540983,31,46,28,12,15,23,45,49,19,20,8
PRV51551,False,71.17857142857143,1.25,0.10714285714285714,3.7857142857142856,4028.5714285714284,194.28571428571428,12.0,12.0,5535.357142857143,534.0,1676.7857142857142,526.7857142857143,14,16,15,2,12,11,19,22,7,9,4
PRV51552,False,73.08064516129032,1.5806451612903225,0.0967741935483871,3.725806451612903,1516.774193548387,176.93548387096774,12.0,12.0,4109.677419354839,551.2258064516129,1506.1290322580646,462.4193548387097,25,32,20,9,16,28,44,48,15,20,10
PRV51553,False,75.80952380952381,1.5714285714285714,0.2857142857142857,4.428571428571429,1951.904761904762,305.14285714285717,12.0,11.714285714285714,4980.0,762.8571428571429,1081.904761904762,290.4761904761905,3,13,7,3,5,8,12,15,8,6,2
PRV51554,False,79.0,1.1666666666666667,0.16666666666666666,3.6666666666666665,1606.6666666666667,189.66666666666666,12.0,12.0,1526.6666666666667,178.0,3281.6666666666665,663.3333333333334,2,4,0,1,3,5,5,6,3,3,0
PRV51555,False,79.0,1.3333333333333333,0.0,2.2,194.0,0.0,12.0,12.0,5213.333333333333,569.6,3082.0,730.6666666666666,3,9,8,1,5,6,11,10,6,5,1
PRV51556,False,74.69642857142857,1.4821428571428572,0.16071428571428573,4.196428571428571,2468.75,190.71428571428572,12.0,11.714285714285714,5096.785714285715,504.7857142857143,2420.714285714286,693.2142857142857,20,32,25,8,17,22,40,44,22,21,6
PRV51557,False,80.9,1.4,0.1,2.3,1674.0,106.8,12.0,12.0,9724.0,854.4,4331.0,1201.0,4,5,6,0,3,4,5,7,6,4,3
PRV51558,False,73.42307692307692,1.3076923076923077,0.038461538461538464,3.8461538461538463,995.0,209.23076923076923,12.0,12.0,3586.923076923077,575.0769230769231,1783.076923076923,488.46153846153845,16,17,13,3,10,13,20,22,9,4,1
PRV51560,True,76.0798319327731,1.0378151260504203,0.6470588235294118,7.88655462184874,8219.285714285714,893.8197424892704,11.84873949579832,11.92436974789916,15018.865546218487,1639.3781512605042,2438.4873949579833,697.3949579831933,111,165,138,45,115,115,179,206,92,86,27
PRV51562,False,74.125,1.0833333333333333,0.0,4.208333333333333,242.5,3.3333333333333335,12.0,12.0,5547.5,534.0,1127.5,375.8333333333333,11,15,14,4,7,14,20,19,6,8,2
PRV51563,False,76.42105263157895,1.6842105263157894,0.0,3.9473684210526314,225.26315789473685,0.0,12.0,12.0,5030.526315789473,1246.3157894736842,1414.7368421052631,451.05263157894734,10,10,4,3,7,9,12,17,8,7,3
PRV51564,False,71.29166666666667,1.3333333333333333,0.0,3.0,379.1666666666667,2.9166666666666665,12.0,12.0,4707.5,892.0,5292.5,1232.9166666666667,10,14,14,1,8,9,16,15,6,5,1
PRV51566,False,72.96153846153847,1.7692307692307692,0.4230769230769231,6.6923076923076925,3462.6923076923076,616.1538461538462,12.0,12.0,7841.153846153846,1265.5384615384614,2448.846153846154,679.2307692307693,15,22,14,6,17,15,19,20,10,16,3
PRV51567,True,73.8658088235294,1.1770833333333333,0.0,2.7144607843137254,285.171568627451,2.8308823529411766,11.941176470588236,11.88296568627451,4539.859068627451,451.18382352941177,2132.720588235294,673.0147058823529,654,892,639,251,429,699,1131,1219,489,482,163
PRV51568,False,76.55172413793103,1.5,0.1724137931034483,3.6206896551724137,1810.5172413793102,165.72413793103448,11.793103448275861,11.793103448275861,6608.620689655172,723.3103448275862,2401.206896551724,757.4137931034483,28,32,27,14,10,21,38,42,19,17,5
PRV51569,False,77.8,1.2,0.0,5.6,300.0,0.0,12.0,12.0,10336.0,854.4,2902.0,996.0,1,4,2,1,2,1,4,3,1,1,2
PRV51570,False,71.0,1.0,0.0,5.0,0.0,0.0,12.0,12.0,103000.0,3204.0,4090.0,490.0,0,1,1,1,1,0,1,1,0,1,0
PRV51571,False,72.63636363636364,1.2727272727272727,0.0,2.409090909090909,210.9090909090909,0.0,12.0,12.0,4193.636363636364,582.5454545454545,1976.3636363636363,853.6363636363636,11,15,8,6,9,11,17,15,8,3,2
PRV51572,False,75.75,1.5,0.25,4.25,1427.5,267.0,12.0,12.0,14750.0,1335.0,990.0,155.0,3,2,3,0,2,1,3,3,1,0,3
PRV51573,False,73.17391304347827,1.4782608695652173,0.05434782608695652,2.9782608695652173,725.3260869565217,58.47826086956522,12.0,12.0,3884.6739130434785,464.3478260869565,2066.413043478261,690.3260869565217,30,43,41,13,29,44,66,71,29,25,6
PRV51574,True,73.99167416741675,1.4122412241224123,0.000225022502250225,2.838883888388839,288.4360936093609,2.7655265526552655,11.986498649864986,11.960171017101711,4216.453645364537,533.8766876687669,2348.595859585959,686.8181818181819,1797,2643,1906,696,1444,1981,3125,3302,1464,1376,388
PRV51576,False,74.75384615384615,1.5384615384615385,0.06153846153846154,3.6769230769230767,1504.3076923076924,88.76923076923077,11.923076923076923,12.0,6050.153846153846,525.7846153846153,3741.230769230769,989.0769230769231,23,39,28,13,17,29,47,54,18,18,5
PRV51577,False,64.0,1.0,0.0,2.0,2100.0,0.0,12.0,12.0,0.0,0.0,14240.0,2810.0,1,1,1,0,1,0,1,1,0,0,0
PRV51578,True,73.586,1.4013333333333333,0.050666666666666665,3.262,1108.6133333333332,87.55006675567424,11.952,11.938,5241.6466666666665,579.2933333333333,2015.3466666666666,611.74,627,852,576,230,466,624,1008,1102,478,463,142
PRV51579,False,76.72222222222223,1.5138888888888888,0.2222222222222222,3.8055555555555554,3440.0,270.75,12.0,12.0,10339.583333333334,1091.0555555555557,1849.7222222222222,653.8888888888889,28,51,35,13,23,39,57,60,28,20,7
PRV51580,False,75.0,1.3333333333333333,0.0,4.0,570.0,0.0,12.0,12.0,3333.3333333333335,712.0,1510.0,710.0,1,1,1,1,0,2,2,3,1,0,0
PRV51582,False,78.25,1.75,0.0,3.75,3592.5,267.0,12.0,12.0,8435.0,1068.0,3310.0,1160.0,3,3,1,0,2,2,4,2,1,0,1
PRV51583,False,74.46808510638297,1.2127659574468086,0.0,2.893617021276596,690.0,47.361702127659576,11.74468085106383,11.936170212765957,4223.404255319149,454.468085106383,2346.1702127659573,738.2978723404256,17,27,19,11,7,20,32,29,14,11,5
PRV51584,True,73.03658536585365,1.3414634146341464,0.15853658536585366,3.6463414634146343,2096.7073170731705,173.82926829268294,12.0,11.804878048780488,5755.975609756098,662.9268292682926,1434.6341463414635,443.5365853658537,32,51,33,8,34,34,51,51,29,30,2
PRV51585,False,72.16666666666667,1.5,0.5,7.166666666666667,12846.666666666666,712.0,12.0,12.0,18033.333333333332,1424.0,1223.3333333333333,415.0,3,1,1,0,2,4,3,4,2,0,0
PRV51586,True,70.375,1.625,0.875,7.875,9063.75,801.0,12.0,12.0,11513.75,1068.0,1435.0,405.0,4,7,3,2,4,3,4,5,2,2,2
PRV51587,False,66.6,1.4,0.0,3.2,300.0,0.0,12.0,12.0,0.0,0.0,1030.0,350.0,2,3,3,0,3,3,4,3,4,4,0
PRV51588,False,66.8,1.5,0.4,4.8,5843.0,320.4,12.0,12.0,19900.0,1281.6,2356.0,798.0,5,8,4,2,6,2,8,8,3,2,1
PRV51590,True,75.5,1.5476190476190477,0.6547619047619048,8.69047619047619,9302.142857142857,1028.9268292682927,12.0,12.0,14584.166666666666,1701.2857142857142,1468.3333333333333,375.35714285714283,44,53,47,13,35,40,67,70,31,17,10
PRV51592,False,72.0,1.0,0.0,2.0,10.0,0.0,12.0,12.0,10333.333333333334,1068.0,2313.3333333333335,583.3333333333334,1,3,2,1,2,1,3,3,1,0,0
PRV51593,True,74.53703703703704,1.3888888888888888,0.12962962962962962,3.7777777777777777,2777.777777777778,239.1851851851852,11.88888888888889,11.925925925925926,7496.2962962962965,768.8148148148148,1728.888888888889,483.51851851851853,24,32,21,9,21,19,41,40,18,20,8
PRV51595,False,78.5,1.4166666666666667,0.0,4.083333333333333,610.8333333333334,44.916666666666664,12.0,12.0,2500.0,267.0,2061.25,645.4166666666666,12,14,5,4,9,6,18,17,7,10,2
PRV51596,False,74.06,1.44,0.04,3.7,836.6,69.68,12.0,11.76,3100.4,427.2,2663.6,723.4,18,25,17,10,12,17,27,32,18,15,5
PRV51598,False,74.90284360189574,1.447867298578199,0.13270142180094788,3.575829383886256,1847.2274881516587,154.86935866983373,11.886255924170616,11.843601895734597,7947.985781990521,711.260663507109,1902.2748815165876,538.0568720379147,168,227,174,74,128,172,314,321,123,124,43
PRV51599,False,78.8,1.0,0.0,6.6,3242.0,640.8,12.0,12.0,14400.0,1281.6,566.0,212.0,3,4,3,1,2,2,4,4,1,1,2
PRV51600,False,73.13761467889908,1.2844036697247707,0.027522935779816515,2.944954128440367,330.73394495412845,34.440366972477065,12.0,12.0,5440.45871559633,650.8623853211009,2267.3394495412845,646.0550458715596,46,65,41,22,33,63,88,80,47,33,9
PRV51601,False,70.07142857142857,1.2142857142857142,0.0,3.2142857142857144,263.57142857142856,0.0,12.0,12.0,1002.1428571428571,228.85714285714286,2555.714285714286,762.8571428571429,6,9,3,2,2,6,8,11,4,5,0
PRV51602,False,76.46153846153847,1.2820512820512822,0.20512820512820512,4.589743589743589,1986.6666666666667,328.61538461538464,12.0,12.0,7250.0,938.7692307692307,2452.5641025641025,690.2564102564103,20,28,18,8,16,20,33,35,11,20,5
PRV51604,True,73.99392097264437,1.127659574468085,0.13069908814589665,3.7933130699088147,2120.091185410334,163.48170731707316,12.0,11.963525835866262,7174.498480243161,674.565349544073,2700.790273556231,705.8662613981763,110,198,127,45,99,142,230,251,103,99,38
PRV51605,False,74.68055555555556,1.4583333333333333,0.06944444444444445,2.9166666666666665,652.6388888888889,76.66666666666667,11.833333333333334,12.0,3277.777777777778,681.1111111111111,3143.6111111111113,668.8888888888889,24,46,26,4,19,33,50,50,18,18,6
PRV51606,False,73.8913043478261,1.2391304347826086,0.13043478260869565,3.9565217391304346,1436.9565217391305,232.17391304347825,12.0,12.0,6166.304347826087,835.8260869565217,1929.7826086956522,552.6086956521739,15,27,20,9,15,25,33,37,19,7,5
PRV51607,False,73.66666666666667,1.0666666666666667,0.06666666666666667,2.6666666666666665,1027.3333333333333,4.285714285714286,12.0,12.0,6857.333333333333,816.5333333333333,1694.6666666666667,430.6666666666667,7,10,5,3,4,9,12,12,5,7,1
